Comparison Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
11/24/2006 0:00,20061124,2006,CY 2006,20064,Q4-2006,200611,November 2006,11,November,6,Friday,2007,FY 2007,2,Q2,20072,Q2-2007,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/25/2006 0:00,20061125,2006,CY 2006,20064,Q4-2006,200611,November 2006,11,November,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/26/2006 0:00,20061126,2006,CY 2006,20064,Q4-2006,200611,November 2006,11,November,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,5,November,WeekEnd,0,None,Holiday,Holiday,Holiday
11/27/2006 0:00,20061127,2006,CY 2006,20064,Q4-2006,200611,November 2006,11,November,2,Monday,2007,FY 2007,2,Q2,20072,Q2-2007,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/28/2006 0:00,20061128,2006,CY 2006,20064,Q4-2006,200611,November 2006,11,November,3,Tuesday,2007,FY 2007,2,Q2,20072,Q2-2007,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/29/2006 0:00,20061129,2006,CY 2006,20064,Q4-2006,200611,November 2006,11,November,4,Wednesday,2007,FY 2007,2,Q2,20072,Q2-2007,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
11/30/2006 0:00,20061130,2006,CY 2006,20064,Q4-2006,200611,November 2006,11,November,5,Thursday,2007,FY 2007,2,Q2,20072,Q2-2007,5,November,WorkDay,0,None,Holiday,Holiday,Holiday
12/1/2006 0:00,20061201,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,6,Friday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/2/2006 0:00,20061202,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/3/2006 0:00,20061203,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/4/2006 0:00,20061204,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,2,Monday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/5/2006 0:00,20061205,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,3,Tuesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/6/2006 0:00,20061206,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,4,Wednesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/7/2006 0:00,20061207,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,5,Thursday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/8/2006 0:00,20061208,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,6,Friday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/9/2006 0:00,20061209,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/10/2006 0:00,20061210,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/11/2006 0:00,20061211,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,2,Monday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/12/2006 0:00,20061212,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,3,Tuesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/13/2006 0:00,20061213,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,4,Wednesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/14/2006 0:00,20061214,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,5,Thursday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/15/2006 0:00,20061215,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,6,Friday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/16/2006 0:00,20061216,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/17/2006 0:00,20061217,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/18/2006 0:00,20061218,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,2,Monday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/19/2006 0:00,20061219,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,3,Tuesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/20/2006 0:00,20061220,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,4,Wednesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/21/2006 0:00,20061221,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,5,Thursday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/22/2006 0:00,20061222,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,6,Friday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/23/2006 0:00,20061223,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/24/2006 0:00,20061224,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/25/2006 0:00,20061225,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,2,Monday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/26/2006 0:00,20061226,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,3,Tuesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/27/2006 0:00,20061227,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,4,Wednesday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/28/2006 0:00,20061228,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,5,Thursday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/29/2006 0:00,20061229,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,6,Friday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WorkDay,0,None,Holiday,Holiday,Holiday
12/30/2006 0:00,20061230,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,7,Saturday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
12/31/2006 0:00,20061231,2006,CY 2006,20064,Q4-2006,200612,December 2006,12,December,1,Sunday,2007,FY 2007,2,Q2,20072,Q2-2007,6,December,WeekEnd,0,None,Holiday,Holiday,Holiday
1/1/2007 0:00,20070101,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/2/2007 0:00,20070102,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/3/2007 0:00,20070103,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/4/2007 0:00,20070104,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/5/2007 0:00,20070105,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/6/2007 0:00,20070106,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/7/2007 0:00,20070107,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/8/2007 0:00,20070108,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/9/2007 0:00,20070109,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/10/2007 0:00,20070110,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/11/2007 0:00,20070111,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/12/2007 0:00,20070112,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/13/2007 0:00,20070113,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/14/2007 0:00,20070114,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/15/2007 0:00,20070115,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/16/2007 0:00,20070116,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/17/2007 0:00,20070117,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/18/2007 0:00,20070118,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/19/2007 0:00,20070119,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/20/2007 0:00,20070120,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/21/2007 0:00,20070121,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/22/2007 0:00,20070122,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/23/2007 0:00,20070123,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/24/2007 0:00,20070124,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/25/2007 0:00,20070125,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/26/2007 0:00,20070126,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/27/2007 0:00,20070127,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/28/2007 0:00,20070128,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WeekEnd,0,None,Holiday,Spring/Back to Business,Holiday
1/29/2007 0:00,20070129,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/30/2007 0:00,20070130,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
1/31/2007 0:00,20070131,2007,CY 2007,20071,Q1-2007,200701,January 2007,1,January,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,7,January,WorkDay,0,None,Holiday,Spring/Back to Business,Holiday
2/1/2007 0:00,20070201,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/2/2007 0:00,20070202,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/3/2007 0:00,20070203,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/4/2007 0:00,20070204,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/5/2007 0:00,20070205,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/6/2007 0:00,20070206,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/7/2007 0:00,20070207,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/8/2007 0:00,20070208,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/9/2007 0:00,20070209,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/10/2007 0:00,20070210,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/11/2007 0:00,20070211,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/12/2007 0:00,20070212,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/13/2007 0:00,20070213,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/14/2007 0:00,20070214,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/15/2007 0:00,20070215,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/16/2007 0:00,20070216,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/17/2007 0:00,20070217,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/18/2007 0:00,20070218,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/19/2007 0:00,20070219,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/20/2007 0:00,20070220,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/21/2007 0:00,20070221,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/22/2007 0:00,20070222,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/23/2007 0:00,20070223,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/24/2007 0:00,20070224,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/25/2007 0:00,20070225,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/26/2007 0:00,20070226,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/27/2007 0:00,20070227,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
2/28/2007 0:00,20070228,2007,CY 2007,20071,Q1-2007,200702,February 2007,2,February,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/1/2007 0:00,20070301,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/2/2007 0:00,20070302,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/3/2007 0:00,20070303,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/4/2007 0:00,20070304,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/5/2007 0:00,20070305,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/6/2007 0:00,20070306,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/7/2007 0:00,20070307,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/8/2007 0:00,20070308,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/9/2007 0:00,20070309,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/10/2007 0:00,20070310,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/11/2007 0:00,20070311,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/12/2007 0:00,20070312,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/13/2007 0:00,20070313,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/14/2007 0:00,20070314,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/15/2007 0:00,20070315,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/16/2007 0:00,20070316,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/17/2007 0:00,20070317,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/18/2007 0:00,20070318,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,1,Sunday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/19/2007 0:00,20070319,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,2,Monday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/20/2007 0:00,20070320,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,3,Tuesday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/21/2007 0:00,20070321,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,4,Wednesday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/22/2007 0:00,20070322,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,5,Thursday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/23/2007 0:00,20070323,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,6,Friday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
3/24/2007 0:00,20070324,2007,CY 2007,20071,Q1-2007,200703,March 2007,3,March,7,Saturday,2007,FY 2007,3,Q3,20073,Q3-2007,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
